timestamp,ecg,acc,temp,ir,red
1969CC1F605,827,NR,NR,NR,NR
1969CC1F608,851,NR,NR,NR,NR
1969CC1F60C,7D0,NR,NR,1DA1B,1D9AE
1969CC1F612,78F,NR,NR,NR,NR
1969CC1F616,857,NR,NR,1D95C,1D970
1969CC1F619,873,NR,NR,NR,NR
1969CC1F61D,83F,NR,NR,NR,NR
1969CC1F620,7CB,NR,NR,1D95C,1D970
1969CC1F624,834,NR,NR,NR,NR
1969CC1F627,89B,NR,NR,NR,NR
1969CC1F62A,8A9,NR,NR,1D95C,1D970
1969CC1F62E,850,NR,NR,NR,NR
1969CC1F631,7F1,NR,NR,NR,NR
