timestamp,ecg,acc,temp,ir,red
1969CC200C3,83C,NR,NR,NR,NR
1969CC200C7,841,NR,NR,1DA94,1D9BD
1969CC200CA,7D0,NR,NR,NR,NR
1969CC200CD,789,NR,NR,NR,NR
1969CC200D1,7B5,NR,NR,1DA94,1D9BD
1969CC200D4,86F,NR,NR,NR,NR
1969CC200D8,84D,NR,NR,NR,NR
1969CC200DB,7C0,NR,NR,1DA94,1D9BD
1969CC200DF,76F,NR,NR,NR,NR
1969CC200E2,79D,NR,NR,NR,NR
1969CC200E5,854,NR,NR,1DA94,1D9BD
1969CC200EC,792,NR,NR,NR,NR
1969CC200F0,782,NR,NR,1DA92,1D9C9
1969CC200F3,813,NR,NR,NR,NR
1969CC200FA,827,NR,NR,1DA92,1D9C9
1969CC200FD,77C,NR,NR,NR,NR
1969CC20101,77C,NR,NR,NR,NR
1969CC20104,828,NR,NR,1DA92,1D9C9
1969CC20108,861,NR,NR,NR,NR
1969CC2010B,81D,NR,NR,NR,NR
1969CC2010E,77B,NR,NR,1DA92,1D9C9
1969CC20112,77D,NR,NR,NR,NR
1969CC20115,7A7,NR,NR,NR,NR
1969CC20119,85F,NR,NR,1DAA1,1DA4D
1969CC2011C,7D1,NR,NR,NR,NR
1969CC20123,781,NR,NR,1DAA1,1DA4D
1969CC20126,7FD,NR,NR,NR,NR
1969CC2012A,84B,NR,NR,NR,NR
1969CC2012D,7A5,NR,NR,1DAA1,1DA4D
1969CC20131,77C,NR,NR,NR,NR
1969CC20134,77D,NR,NR,NR,NR
1969CC20137,831,NR,NR,1DAA1,1DA4D
1969CC2013B,864,NR,NR,NR,NR
1969CC2013E,822,NR,NR,1D9C8,1DA24
1969CC20142,773,NR,NR,NR,NR
1969CC20145,7C1,NR,NR,NR,NR
1969CC2014C,87D,NR,NR,1D9C8,1DA24
1969CC2014F,7D7,NR,NR,NR,NR
1969CC20153,7B0,NR,NR,1D9C8,1DA24
1969CC20156,7F9,NR,NR,NR,NR
1969CC20159,85E,NR,NR,NR,NR
1969CC2015D,8AB,NR,NR,NR,NR
1969CC20160,7FA,NR,NR,1D9C8,1DA24
1969CC20164,7D0,NR,NR,NR,NR
1969CC20167,847,NR,NR,1D9CE,1DB15
1969CC2016A,8F9,NR,NR,NR,NR
1969CC2016E,8EB,NR,NR,NR,NR
1969CC20175,822,NR,NR,1D9CE,1DB15
1969CC20178,879,NR,NR,NR,NR
1969CC2017B,8E3,NR,NR,1D9CE,1DB15
1969CC2017F,8D6,NR,NR,NR,NR
1969CC20182,870,NR,NR,NR,NR
1969CC20186,80C,NR,NR,NR,NR
1969CC20189,89D,NR,NR,1D9CE,1DB15
1969CC20190,86B,NR,NR,1DA1D,1D9E7
1969CC20193,782,NR,NR,NR,NR
1969CC20197,766,NR,NR,NR,NR
1969CC2019A,7F0,NR,NR,1DA1D,1D9E7
1969CC2019D,823,NR,NR,NR,NR
1969CC201A1,7B2,NR,NR,NR,NR
1969CC201A4,74E,NR,NR,1DA1D,1D9E7
1969CC201A8,73B,0.98,NR,NR,NR
1969CC201AB,7CD,NR,NR,NR,NR
1969CC201B2,792,NR,NR,1DA1D,1D9E7
1969CC201B6,737,NR,NR,NR,NR
1969CC201B9,757,NR,NR,1DA39,1DA6F
1969CC201BD,7CF,NR,NR,NR,NR
1969CC201C0,7DC,NR,NR,1DA39,1DA6F
1969CC201C4,780,NR,NR,NR,NR
1969CC201C7,710,NR,NR,NR,NR
1969CC201CA,720,NR,NR,NR,NR
1969CC201CE,7D5,NR,NR,1DA39,1DA6F
1969CC201D1,772,NR,NR,NR,NR
1969CC201D5,69B,NR,NR,1DA39,1DA6F
1969CC201D8,630,NR,NR,NR,NR
1969CC201DB,650,NR,NR,NR,NR
1969CC201DF,71E,NR,NR,1DA57,1DAC0
1969CC201E2,967,NR,NR,NR,NR
1969CC201E6,9FF,NR,NR,NR,NR
1969CC201E9,A3E,NR,NR,NR,NR
1969CC201ED,AD1,NR,NR,1DA57,1DAC0
1969CC201F0,B00,NR,NR,NR,NR
1969CC201F3,990,NR,NR,1DA57,1DAC0
1969CC201F7,887,NR,NR,NR,NR
1969CC20212,6B0,NR,NR,1DA2E,1DADE
1969CC20216,6B1,NR,NR,NR,NR
1969CC2021A,670,NR,NR,NR,NR
1969CC2021E,763,NR,NR,1DA2E,1DADE
1969CC20222,7F0,NR,NR,NR,NR
1969CC20226,76A,NR,NR,1DA2E,1DADE
1969CC2022A,726,NR,NR,NR,NR
1969CC2022E,73B,NR,NR,NR,NR
1969CC20232,80E,NR,NR,1D998,1DB2E
1969CC20236,7D0,NR,NR,NR,NR
1969CC2023D,740,NR,NR,1D998,1DB2E
1969CC20240,75E,NR,NR,NR,NR
1969CC20243,826,NR,NR,NR,NR
1969CC20247,7E3,NR,NR,1D998,1DB2E
1969CC2024A,763,NR,NR,NR,NR
1969CC20251,7D2,NR,NR,1D998,1DB2E
1969CC20254,845,NR,NR,NR,NR
1969CC20258,84A,NR,NR,NR,NR
1969CC2025B,796,NR,NR,1DA38,1DB2C
1969CC2025F,797,NR,NR,NR,NR
1969CC20265,870,NR,NR,1DA38,1DB2C
1969CC20269,832,NR,NR,NR,NR
1969CC2026C,7AF,NR,NR,1DA38,1DB2C
1969CC20270,7B5,NR,NR,NR,NR
1969CC20273,833,NR,NR,NR,NR
1969CC20276,NR,NR,NR,1DA38,1DB2C
1969CC2027A,7FE,NR,NR,NR,NR
1969CC20281,7AE,NR,NR,NR,NR
1969CC20284,870,NR,NR,1DA3D,1DAD4
1969CC20287,887,NR,NR,NR,NR
1969CC2028B,810,NR,NR,1DA3D,1DAD4
1969CC2028E,7BA,NR,NR,NR,NR
1969CC20295,88F,NR,NR,1DA3D,1DAD4
1969CC20299,899,NR,NR,NR,NR
1969CC2029C,850,NR,NR,NR,NR
1969CC202A0,810,NR,NR,1DA3D,1DAD4
1969CC202A3,840,NR,28.13,NR,NR
1969CC202A6,8A1,NR,NR,NR,NR
1969CC202AA,8D5,0.97,NR,1DAC2,1DB17
1969CC202AD,855,NR,NR,NR,NR
1969CC202B0,82F,NR,NR,NR,NR
1969CC202B7,8FB,NR,NR,1DAC2,1DB17
1969CC202BB,90F,NR,NR,NR,NR
1969CC202BE,871,NR,NR,1DAC2,1DB17
1969CC202C1,827,NR,NR,NR,NR
1969CC202C5,84F,NR,NR,NR,NR
1969CC202C8,8CB,NR,NR,1DAC2,1DB17
1969CC202CB,89E,NR,NR,NR,NR
1969CC202CF,7FF,NR,NR,NR,NR
1969CC202D6,7D0,NR,NR,1DAA6,1DAB8
1969CC202D9,843,NR,NR,NR,NR
1969CC202DC,846,NR,NR,1DAA6,1DAB8
1969CC202E0,7AD,NR,NR,NR,NR
1969CC202E3,771,NR,NR,NR,NR
1969CC202E7,NR,NR,NR,1DAA6,1DAB8
1969CC202EA,81D,NR,NR,NR,NR
1969CC202ED,7D1,NR,NR,NR,NR
1969CC202F1,74B,NR,NR,1DAA6,1DAB8
1969CC202F4,71A,NR,NR,NR,NR
1969CC202F8,742,NR,NR,NR,NR
1969CC202FB,7F2,NR,NR,1DA5C,1DAE1
1969CC202FF,7D0,NR,NR,NR,NR
1969CC20302,73A,NR,NR,NR,NR
1969CC20305,707,NR,NR,1DA5C,1DAE1
1969CC20309,78E,NR,NR,NR,NR
1969CC2030C,7DB,NR,NR,NR,NR
1969CC20310,77D,NR,NR,1DA5C,1DAE1
1969CC20313,730,NR,NR,NR,NR
1969CC20316,6FE,NR,NR,NR,NR
1969CC2031A,NR,NR,NR,1DA5C,1DAE1
1969CC2031D,7E7,NR,NR,NR,NR
1969CC20321,771,NR,NR,NR,NR
1969CC20324,701,NR,NR,1DB40,1DA5E
1969CC20327,711,NR,NR,NR,NR
1969CC2032B,76A,NR,NR,NR,NR
1969CC2032E,7C2,NR,NR,1DB40,1DA5E
1969CC20332,769,NR,NR,NR,NR
1969CC20335,71B,NR,NR,NR,NR
1969CC20338,724,NR,NR,1DB40,1DA5E
1969CC2033C,7B5,NR,NR,NR,NR
1969CC2033F,7E1,NR,NR,NR,NR
1969CC20343,750,NR,NR,1DB40,1DA5E
1969CC20346,719,NR,NR,NR,NR
1969CC2034A,71F,NR,NR,NR,NR
1969CC2034D,7D1,NR,NR,1DAEF,1DAAC
1969CC20350,7D0,NR,NR,NR,NR
1969CC20354,785,NR,NR,NR,NR
1969CC20357,71E,NR,NR,1DAEF,1DAAC
1969CC2035B,747,NR,NR,NR,NR
1969CC2035E,7A6,NR,NR,NR,NR
1969CC20361,7E3,NR,NR,1DAEF,1DAAC
1969CC20365,792,NR,NR,NR,NR
1969CC20368,736,NR,NR,1DAEF,1DAAC
1969CC2036B,76F,NR,NR,NR,NR
1969CC2036F,7CB,NR,NR,NR,NR
1969CC20372,810,NR,NR,NR,NR
1969CC20376,751,NR,NR,1DAD4,1DA0F
1969CC20379,731,NR,NR,NR,NR
1969CC2037C,735,NR,NR,1DAD4,1DA0F
1969CC20380,7D7,NR,NR,NR,NR
1969CC20383,7B2,NR,NR,NR,NR
1969CC2038A,73A,NR,NR,1DAD4,1DA0F
1969CC2038D,7BF,NR,NR,NR,NR
1969CC20391,NR,NR,NR,1DAD4,1DA0F
1969CC20394,7A1,NR,NR,NR,NR
1969CC20398,753,NR,NR,NR,NR
1969CC2039B,737,NR,NR,1DB2C,1DAAB
1969CC2039E,753,NR,NR,NR,NR
1969CC203A2,7F6,NR,NR,NR,NR
1969CC203A5,7B6,NR,NR,1DB2C,1DAAB
1969CC203A9,76D,0.97,NR,NR,NR
1969CC203AC,73F,NR,NR,NR,NR
1969CC203AF,NR,NR,NR,1DB2C,1DAAB
1969CC203B3,80B,NR,NR,NR,NR
1969CC203B6,79E,NR,NR,NR,NR
1969CC203BA,721,NR,NR,1DB2C,1DAAB
1969CC203BD,736,NR,NR,NR,NR
1969CC203C1,790,NR,NR,NR,NR
1969CC203C4,807,NR,NR,1DB2E,1D9E1
1969CC203C7,791,NR,NR,NR,NR
1969CC203CE,77F,NR,NR,1DB2E,1D9E1
1969CC203D2,7D3,NR,NR,NR,NR
1969CC203D5,815,NR,NR,NR,NR
1969CC203D9,78A,NR,NR,1DB2E,1D9E1
1969CC203DC,731,NR,NR,NR,NR
1969CC203DF,780,NR,NR,NR,NR
1969CC203E3,NR,NR,NR,1DB2E,1D9E1
1969CC203E6,7E6,NR,NR,NR,NR
1969CC203EA,772,NR,NR,NR,NR
1969CC203ED,726,NR,NR,1DBAF,1DA32
1969CC203F0,76B,NR,NR,NR,NR
1969CC203F4,7F0,NR,NR,NR,NR
1969CC203F7,7CE,NR,NR,1DBAF,1DA32
1969CC203FB,747,NR,NR,NR,NR
1969CC203FE,727,NR,NR,NR,NR
1969CC20401,77F,NR,NR,1DBAF,1DA32
1969CC20405,7ED,NR,NR,NR,NR
1969CC20408,7DF,NR,NR,NR,NR
1969CC2040B,787,NR,NR,1DBAF,1DA32
1969CC2040F,733,NR,NR,NR,NR
1969CC20412,765,NR,NR,NR,NR
1969CC20416,805,NR,NR,1DA98,1DA81
1969CC20419,7C2,NR,NR,NR,NR
1969CC2041C,NR,NR,NR,1DA98,1DA81
1969CC20420,731,NR,NR,NR,NR
1969CC20423,79C,NR,NR,NR,NR
1969CC20427,7EA,NR,NR,NR,NR
1969CC2042A,7D2,NR,NR,1DA98,1DA81
1969CC2042E,763,NR,NR,NR,NR
1969CC20431,NR,NR,NR,1DA98,1DA81
1969CC20434,7EF,NR,NR,NR,NR
1969CC20438,860,NR,NR,NR,NR
1969CC2043B,7FC,NR,NR,1DA61,1DA47
1969CC2043F,7AC,NR,NR,NR,NR
1969CC20442,792,NR,NR,NR,NR
1969CC20445,80D,NR,NR,1DA61,1DA47
1969CC20449,87A,NR,NR,NR,NR
1969CC2044C,810,NR,NR,NR,NR
1969CC20450,NR,NR,NR,1DA61,1DA47
1969CC20453,7BA,NR,NR,NR,NR
1969CC20457,8A4,NR,NR,NR,NR
1969CC2045D,85F,NR,NR,1DA61,1DA47
1969CC20461,7D4,NR,NR,NR,NR
1969CC20464,7F0,NR,NR,1DB19,1DB10
1969CC20468,8B3,NR,NR,NR,NR
1969CC2046B,8AA,NR,NR,NR,NR
1969CC2046E,80E,NR,NR,1DB19,1DB10
1969CC20472,7D0,NR,NR,NR,NR
1969CC20475,7BA,NR,NR,NR,NR
1969CC20478,837,NR,NR,1DB19,1DB10
1969CC2047C,850,NR,NR,NR,NR
1969CC2047F,790,NR,NR,NR,NR
1969CC20483,707,NR,NR,1DB19,1DB10
1969CC20486,72E,NR,NR,NR,NR
1969CC20489,787,NR,NR,NR,NR
1969CC2048D,7B3,NR,NR,1DA3B,1DA73
1969CC20490,726,NR,NR,NR,NR
1969CC20497,760,NR,NR,1DA3B,1DA73
1969CC2049B,7BF,NR,NR,NR,NR
1969CC2049E,7AE,NR,NR,NR,NR
1969CC204A5,6F2,NR,28.17,1DA3B,1DA73
1969CC204A8,703,NR,NR,NR,NR
1969CC204AC,7C5,0.96,NR,1DA3B,1DA73
1969CC204AF,7A2,NR,NR,NR,NR
1969CC204B2,731,NR,NR,NR,NR
1969CC204B6,6EC,NR,NR,1D9C5,1DB63
1969CC204B9,72B,NR,NR,NR,NR
1969CC204BD,756,NR,NR,NR,NR
1969CC204C0,687,NR,NR,1D9C5,1DB63
1969CC204C4,650,NR,NR,NR,NR
1969CC204C7,791,NR,NR,NR,NR
1969CC204CA,9EB,NR,NR,1D9C5,1DB63
1969CC204CE,AD2,NR,NR,NR,NR
1969CC204D1,B3B,NR,NR,NR,NR
1969CC204D5,AC0,NR,NR,1D9C5,1DB63
1969CC204D8,A85,NR,NR,NR,NR
1969CC204DB,A3A,NR,NR,NR,NR
1969CC204DF,910,NR,NR,1DA81,1DACB
1969CC204E2,817,NR,NR,NR,NR
1969CC204E6,5C5,NR,NR,NR,NR
1969CC204E9,4C5,NR,NR,1DA81,1DACB
1969CC204EC,575,NR,NR,NR,NR
1969CC204F3,590,NR,NR,1DA81,1DACB
1969CC204F7,589,NR,NR,NR,NR
1969CC204FA,5BA,NR,NR,NR,NR
1969CC204FD,707,NR,NR,1DA81,1DACB
1969CC20501,753,NR,NR,NR,NR
1969CC20504,750,NR,NR,1DA09,1DB36
1969CC20507,706,NR,NR,NR,NR
1969CC2050B,700,NR,NR,NR,NR
1969CC2050E,762,NR,NR,1DA09,1DB36
1969CC20512,7BC,NR,NR,NR,NR
1969CC20515,714,NR,NR,NR,NR
1969CC2051C,736,NR,NR,1DA09,1DB36
1969CC20520,7D1,NR,NR,NR,NR
1969CC20523,7F7,NR,NR,NR,NR
1969CC20526,751,NR,NR,1DA09,1DB36
1969CC2052A,736,NR,NR,NR,NR
1969CC2052D,756,NR,NR,NR,NR
1969CC20531,816,NR,NR,1DA3C,1DA46
1969CC20534,7F1,NR,NR,NR,NR
1969CC20537,783,NR,NR,NR,NR
1969CC2053B,73B,NR,NR,1DA3C,1DA46
1969CC2053E,797,NR,NR,NR,NR
1969CC20542,836,NR,NR,1DA3C,1DA46
1969CC20545,7F1,NR,NR,NR,NR
1969CC20548,7A5,NR,NR,NR,NR
1969CC2054F,7F5,NR,NR,1DA3C,1DA46
1969CC20553,843,NR,NR,NR,NR
1969CC20556,829,NR,NR,1DAA6,1DAC4
1969CC20559,77E,NR,NR,NR,NR
1969CC2055D,762,NR,NR,NR,NR
1969CC20560,7EE,NR,NR,1DAA6,1DAC4
1969CC20563,851,NR,NR,NR,NR
1969CC20567,81F,NR,NR,NR,NR
1969CC2056A,7B3,NR,NR,1DAA6,1DAC4
1969CC2056E,7A9,NR,NR,NR,NR
1969CC20571,840,NR,NR,NR,NR
1969CC20574,8A5,NR,NR,1DAA6,1DAC4
1969CC20578,82E,NR,NR,NR,NR
1969CC2057B,7B0,NR,NR,NR,NR
1969CC20582,851,NR,NR,1D9F9,1DB18
1969CC20585,8B6,NR,NR,NR,NR
1969CC20589,86B,NR,NR,1D9F9,1DB18
1969CC2058C,7F0,NR,NR,NR,NR
1969CC20590,7FF,NR,NR,NR,NR
1969CC20593,88E,NR,NR,1D9F9,1DB18
1969CC20597,8C1,NR,NR,NR,NR
1969CC2059A,887,NR,NR,NR,NR
1969CC2059D,811,NR,NR,1D9F9,1DB18
1969CC205A1,816,NR,NR,NR,NR
1969CC205A4,8E4,NR,NR,1DAFF,1DA4C
1969CC205A8,8EC,NR,NR,NR,NR
1969CC205AB,850,0.97,NR,NR,NR
1969CC205AF,80E,NR,NR,NR,NR
1969CC205B2,NR,NR,NR,1DAFF,1DA4C
1969CC205B6,8BD,NR,NR,NR,NR
1969CC205B9,8AA,NR,NR,NR,NR
1969CC205BC,7FF,NR,NR,1DAFF,1DA4C
1969CC205C0,78E,NR,NR,NR,NR
1969CC205C3,7AB,NR,NR,NR,NR
1969CC205C6,863,NR,NR,1DAFF,1DA4C
1969CC205CD,7DD,NR,NR,1DAE1,1DA7F
1969CC205D1,730,NR,NR,NR,NR
1969CC205D4,7B0,NR,NR,NR,NR
1969CC205D8,NR,NR,NR,1DAE1,1DA7F
1969CC205DB,7B0,NR,NR,NR,NR
1969CC205DE,710,NR,NR,NR,NR
1969CC205E5,76C,NR,NR,1DAE1,1DA7F
1969CC205E8,7E9,NR,NR,NR,NR
1969CC205EF,711,NR,NR,1DAE1,1DA7F
1969CC205F3,70D,NR,NR,NR,NR
1969CC205F6,770,NR,NR,1DAD3,1D9C7
1969CC205FA,7CF,NR,NR,NR,NR
1969CC205FD,75F,NR,NR,NR,NR
1969CC20600,NR,NR,NR,1DAD3,1D9C7
1969CC20604,6F2,NR,NR,NR,NR
1969CC20607,767,NR,NR,NR,NR
1969CC2060B,7C9,NR,NR,1DAD3,1D9C7
1969CC2060E,719,NR,NR,NR,NR
1969CC20612,6D1,NR,NR,NR,NR
1969CC20615,NR,NR,NR,1DAD3,1D9C7
1969CC20618,717,NR,NR,NR,NR
1969CC2061C,7CE,NR,NR,NR,NR
1969CC2061F,740,NR,NR,1DAC8,1DA83
1969CC20623,6DB,NR,NR,NR,NR
1969CC20626,709,NR,NR,NR,NR
1969CC20629,7B7,NR,NR,1DAC8,1DA83
1969CC2062D,7C9,NR,NR,NR,NR
1969CC20630,794,NR,NR,NR,NR
1969CC20633,6F0,NR,NR,1DAC8,1DA83
1969CC20637,716,NR,NR,NR,NR
1969CC2063A,7AB,NR,NR,NR,NR
1969CC2063D,7AF,NR,NR,1DAC8,1DA83
1969CC20641,72F,NR,NR,NR,NR
1969CC20644,6F5,NR,NR,NR,NR
1969CC20648,NR,NR,NR,1DB29,1D96F
1969CC2064B,773,NR,NR,NR,NR
1969CC2064E,7EE,NR,NR,NR,NR
1969CC20652,759,NR,NR,1DB29,1D96F
1969CC20655,702,NR,NR,NR,NR
1969CC20659,755,NR,NR,NR,NR
1969CC2065C,7E1,NR,NR,1DB29,1D96F
1969CC20660,7CF,NR,NR,NR,NR
1969CC20663,728,NR,NR,NR,NR
1969CC20667,6F6,NR,NR,1DB29,1D96F
1969CC2066A,72D,NR,NR,NR,NR
1969CC2066D,7AB,NR,NR,NR,NR
1969CC20671,7B0,NR,NR,1DA60,1D9AC
1969CC20674,767,NR,NR,NR,NR
1969CC20677,72B,NR,NR,NR,NR
1969CC2067B,75F,NR,NR,1DA60,1D9AC
1969CC2067E,7F5,NR,NR,NR,NR
1969CC20682,7F0,NR,NR,NR,NR
1969CC20685,729,NR,NR,1DA60,1D9AC
1969CC20689,710,NR,NR,NR,NR
1969CC2068C,7B3,NR,NR,1DA60,1D9AC
1969CC20690,7E6,NR,NR,NR,NR
1969CC20693,7C5,NR,NR,NR,NR
1969CC20696,74D,NR,NR,NR,NR
1969CC2069A,71E,NR,NR,1DB2A,1D967
1969CC2069D,7A2,NR,NR,NR,NR
1969CC206A1,7E4,NR,NR,NR,NR
1969CC206A4,75C,NR,NR,1DB2A,1D967
1969CC206A7,6F1,NR,28.13,NR,NR
1969CC206AB,70B,NR,NR,NR,NR
1969CC206AE,789,0.97,NR,1DB2A,1D967
1969CC206B2,7F3,NR,NR,NR,NR
1969CC206B5,NR,NR,NR,1DB2A,1D967
1969CC206B9,6F0,NR,NR,NR,NR
1969CC206BC,742,NR,NR,NR,NR
1969CC206C3,7B6,NR,NR,1DADF,1DA00
1969CC206C6,73F,NR,NR,NR,NR
1969CC206CA,710,NR,NR,NR,NR
1969CC206CD,723,NR,NR,1DADF,1DA00
1969CC206D0,7C6,NR,NR,NR,NR
1969CC206D4,7EF,NR,NR,NR,NR
1969CC206D7,73B,NR,NR,1DADF,1DA00
1969CC206DB,6F0,NR,NR,NR,NR
1969CC206DE,NR,NR,NR,1DADF,1DA00
1969CC206E2,771,NR,NR,NR,NR
1969CC206E5,7B1,NR,NR,NR,NR
1969CC206E9,70F,NR,NR,1DA3B,1D937
1969CC206EC,6F0,NR,NR,NR,NR
1969CC206EF,770,NR,NR,NR,NR
1969CC206F3,7D3,NR,NR,1DA3B,1D937
1969CC206F6,77D,NR,NR,NR,NR
1969CC206FA,745,NR,NR,NR,NR
1969CC206FD,6F0,NR,NR,1DA3B,1D937
1969CC20700,750,NR,NR,NR,NR
1969CC20704,810,NR,NR,NR,NR
1969CC20707,7AF,NR,NR,1DA3B,1D937
1969CC2070B,74D,NR,NR,NR,NR
1969CC2070E,705,NR,NR,NR,NR
1969CC20712,781,NR,NR,1DA8B,1D9CE
1969CC20715,811,NR,NR,NR,NR
1969CC2071C,74D,NR,NR,1DA8B,1D9CE
1969CC2071F,773,NR,NR,NR,NR
1969CC20723,7EB,NR,NR,NR,NR
1969CC20726,84D,NR,NR,1DA8B,1D9CE
1969CC2072A,7FD,NR,NR,NR,NR
1969CC2072D,77B,NR,NR,NR,NR
1969CC20730,78F,NR,NR,1DA8B,1D9CE
1969CC20734,7DF,NR,NR,NR,NR
1969CC20737,85B,NR,NR,NR,NR
1969CC2073B,812,NR,NR,1DA84,1DA5B
1969CC2073E,78E,NR,NR,NR,NR
1969CC20741,7B0,NR,NR,NR,NR
1969CC20745,NR,NR,NR,1DA84,1DA5B
1969CC20748,894,NR,NR,NR,NR
1969CC2074B,84B,NR,NR,NR,NR
1969CC2074F,7B3,NR,NR,1DA84,1DA5B
1969CC20752,7C0,NR,NR,NR,NR
1969CC20756,830,NR,NR,NR,NR
1969CC20759,87E,NR,NR,1DA84,1DA5B
1969CC2075D,820,NR,NR,NR,NR
1969CC20760,797,NR,NR,NR,NR
1969CC20763,771,NR,NR,1DA26,1D9E3
1969CC20767,7E9,NR,NR,NR,NR
1969CC2076A,7D3,NR,NR,NR,NR
1969CC2076D,6FE,NR,NR,1DA26,1D9E3
1969CC20771,6D7,NR,NR,NR,NR
1969CC20774,740,NR,NR,1DA26,1D9E3
1969CC20778,78B,NR,NR,NR,NR
1969CC2077B,767,NR,NR,NR,NR
1969CC2077F,NR,NR,NR,1DA26,1D9E3
1969CC20782,6BA,NR,NR,NR,NR
1969CC20785,717,NR,NR,NR,NR
1969CC20789,780,NR,NR,NR,NR
1969CC2078C,76D,NR,NR,1DA7F,1DAEC
1969CC20790,6CA,NR,NR,NR,NR
1969CC20793,NR,NR,NR,1DA7F,1DAEC
1969CC20796,6FD,NR,NR,NR,NR
1969CC2079A,781,NR,NR,NR,NR
1969CC207A1,6FB,NR,NR,1DA7F,1DAEC
1969CC207A4,6A6,NR,NR,NR,NR
1969CC207A8,6CB,NR,NR,1DA7F,1DAEC
1969CC207AB,6BA,NR,NR,NR,NR
1969CC207AE,67B,0.98,NR,NR,NR
1969CC207B5,96F,NR,NR,1DA20,1DADE
1969CC207B9,A90,NR,NR,NR,NR
1969CC207BC,B87,NR,NR,1DA20,1DADE
1969CC207BF,AED,NR,NR,NR,NR
1969CC207C3,A17,NR,NR,NR,NR
1969CC207C6,8F2,NR,NR,1DA20,1DADE
1969CC207CA,830,NR,NR,NR,NR
1969CC207CD,75B,NR,NR,NR,NR
1969CC207D1,4F0,NR,NR,1DA20,1DADE
1969CC207D4,46F,NR,NR,NR,NR
1969CC207D7,450,NR,NR,NR,NR
1969CC207DB,590,NR,NR,1DA15,1DA4F
1969CC207DE,5DF,NR,NR,NR,NR
1969CC207E2,5B0,NR,NR,NR,NR
1969CC207E5,576,NR,NR,1DA15,1DA4F
1969CC207E8,5D2,NR,NR,NR,NR
1969CC207EC,6A2,NR,NR,NR,NR
1969CC207EF,75C,NR,NR,1DA15,1DA4F
1969CC207F3,722,NR,NR,NR,NR
1969CC207F6,6C1,NR,NR,NR,NR
1969CC207F9,71D,NR,NR,1DA15,1DA4F
1969CC207FD,799,NR,NR,NR,NR
1969CC20800,796,NR,NR,NR,NR
1969CC20804,6F6,NR,NR,1D9B8,1DA85
1969CC20807,6C7,NR,NR,NR,NR
1969CC2080B,709,NR,NR,NR,NR
1969CC2080E,NR,NR,NR,1D9B8,1DA85
1969CC20811,77D,NR,NR,NR,NR
1969CC20815,729,NR,NR,NR,NR
1969CC20818,6E3,NR,NR,1D9B8,1DA85
1969CC2081F,795,NR,NR,NR,NR
1969CC20822,76F,NR,NR,1D9B8,1DA85
1969CC20826,728,NR,NR,NR,NR
1969CC20829,6FD,NR,NR,NR,NR
1969CC2082D,797,NR,NR,1D962,1DA70
1969CC20830,7F2,NR,NR,NR,NR
1969CC20834,7C3,NR,NR,NR,NR
1969CC20837,71B,NR,NR,1D962,1DA70
1969CC2083A,71B,NR,NR,NR,NR
1969CC20841,814,NR,NR,1D962,1DA70
1969CC20845,789,NR,NR,NR,NR
1969CC20848,73C,NR,NR,1D962,1DA70
1969CC2084B,75B,NR,NR,NR,NR
1969CC2084F,7C1,NR,NR,NR,NR
1969CC20856,7FB,NR,NR,1D9E5,1DA65
1969CC20859,78A,NR,NR,NR,NR
1969CC2085C,75B,NR,NR,1D9E5,1DA65
1969CC20860,7D5,NR,NR,NR,NR
1969CC20863,84B,NR,NR,NR,NR
1969CC20867,NR,NR,NR,1D9E5,1DA65
1969CC2086A,79E,NR,NR,NR,NR
1969CC2086D,7DC,NR,NR,NR,NR
1969CC20871,87D,NR,NR,1D9E5,1DA65
1969CC20874,89C,NR,NR,NR,NR
1969CC20878,80D,NR,NR,NR,NR
1969CC2087B,NR,NR,NR,1DA35,1DAC1
1969CC2087F,825,NR,NR,NR,NR
1969CC20882,8B9,NR,NR,NR,NR
1969CC20885,8A6,NR,NR,1DA35,1DAC1
1969CC20889,835,NR,NR,NR,NR
1969CC2088C,7D0,NR,NR,NR,NR
1969CC20890,NR,NR,NR,1DA35,1DAC1
1969CC20893,8B2,NR,NR,NR,NR
1969CC20896,8A5,NR,NR,NR,NR
1969CC2089A,7ED,NR,NR,1DA35,1DAC1
1969CC2089D,7CB,NR,NR,NR,NR
1969CC208A1,80E,NR,NR,NR,NR
1969CC208A7,807,NR,NR,1D98B,1DA97
1969CC208AB,799,NR,28.17,NR,NR
1969CC208AE,757,NR,NR,1D98B,1DA97
1969CC208B2,NR,0.96,NR,NR,NR
1969CC208B5,817,NR,NR,NR,NR
1969CC208B9,78D,NR,NR,1D98B,1DA97
1969CC208BC,6FE,NR,NR,NR,NR
1969CC208C3,757,NR,NR,1D98B,1DA97
1969CC208C6,7C0,NR,NR,NR,NR
1969CC208CA,770,NR,NR,NR,NR
1969CC208CD,6F0,NR,NR,1DC4E,1D97B
1969CC208D1,6F0,NR,NR,NR,NR
1969CC208D4,730,NR,NR,NR,NR
1969CC208D7,7D1,NR,NR,1DC4E,1D97B
1969CC208DB,753,NR,NR,NR,NR
1969CC208DE,6FD,NR,NR,NR,NR
1969CC208E1,6CA,NR,NR,1DC4E,1D97B
1969CC208E5,75E,NR,NR,NR,NR
1969CC208E8,7AD,NR,NR,NR,NR
1969CC208EC,71A,NR,NR,1DC4E,1D97B
1969CC208F2,6C0,NR,NR,1DAF2,1D99B
